ID,meranaw_proverb,literal_translation_meranaw,english_translation,interpretation,augmented_interpretation,Theme
152,"O migadong sa Ranaw so taritib ago sempad na pethalo-talo maog so randangan o rawaka, na o mada' sa iranon so pimistar a adat a 
biyanay a ijma a panginma o bansa a pamoreg o kadato, na so alongan pelangkap a pethimbawaw ko palaw na khada' so rangka 
niyan, na o di manggolaola na ba den ganti a lenga.","Ngkaya den i ka da' o andang a kandi-diyator a Ranaw na pekha tagonanay den a kakha da’ o 
darpa o bantoga a iringan-songgiringan a miyangeren sa barat, na o mada’ sa Iranun so ini 
towang ko adat a sasartaan o ijma a ikapiya o bangensa a kataid o kadato, na sedepan o alongan 
na khada’ so kali-liwanag iyan, na mataan a mapenggolaola den anan.","When the people of Ranaw arrive, disorganized, the place where once the celebrated 
people come to perish, and if the sun will not shine again for the people, it is because their ancestor's 
leadership has been distorted.","A once-glorious people fall into ruin when they abandon the strong leadership and values of their ancestors. Disunity and the loss of guiding traditions lead 
to decline.",A once-great group of people falls apart when they stop following the strong leadership and values of their ancestors. Being divided and losing their traditions causes them to decline.,"Moral Teaching and Self
-Reflection"
153,"Gowani ko baden tig na aya katao ta on na ba phaka talingoma so katolosan ko langit -na so kiya ndaging iyan na baden kiya 
tokawan a kasaromanti iyan.","Gowani ko da pen mabinentay tharo na aya katao ta on na aya miyaka talingoma na Malaikat 
ko langit –na so kiya tharo iyan na takinoba a di matao a pephamanayan-sayan","We assume he is knowledgeable before he speaks, but after he begins, we see he is only pretending.","Don't judge a person by appearances or position. True wisdom is revealed through action and speech, not assumptions.","Don't evaluate someone based on how they look or their status. Real wisdom shows in what they do and say, not what you assume.","Moral Teaching and Self
-Reflection"
154,"An a mombaw a masa a ma-ada' sa ginawa ka kagiya siyalgan o borawan datomanong so mata-tangked a khirek na o di kapag-
imani na kha-arogan sa khada' na awid a pamikiran ka maka penggigibasa so isa bo sa pompongan ka benar man ka seray so 
ig na isa a paka poon ko kaphag-ontawar iyan.","Aden ko miyanga oona a masa a kiya limbanan a taw ka kagiya miya kowa mapiya na 
miyangimporo-an odi na miyangalandada -na o di niyan ma-inengka a ginawa niyan na awid a akal 
iyan ka miyaka tho-tolaka so mbata-bataa ko kapaka popoon ko kaphagari-ari o manga lokes a miya bembar a isa 
sa paka poon.","There was once a man who was forgotten by time because when he became successful, he 
became arrogant—he should check that because the kinship tie was broken because of him","Arrogance born from success leads to broken relationships and isolation. Humility is essential, especially when rising in status.","Being arrogant because you're successful leads to ruined relationships and loneliness. It's important to be humble, especially when you become more important.","Moral Teaching and Self
-Reflection"
155,"Kanogon o ka-aog o asal a ini gambar a pagawang tano mona ka aya lebi ko andang so di ron kaplimbani ka mamalampak i 
bekaw, na amay ka ba kha-tangked a saliyo so talibon a magaan bo komlas na khapanon so alaga a phag-arapen dingilan.","Margen o ba paka lipati so bangensa ka miyaka ribrang den, na amay ka ba shambi-a sa tamok a so 
tamok na pekha da’ na miya paneng so kaplolot.","It is disastrous to forget kinship because it has extended. If wealth becomes the object of love, the 
closeness of ties loosens.","Prioritizing wealth over relationships corrodes family and community bonds. Love should not be rooted in materialism
",Putting money before relationships harms family and community connections. Love shouldn't be based on how much someone owns.,"Moral Teaching and Self
-Reflection"
156,"Ba den ka sa imanto a mikha-dakel sa Ranaw so bokalag a montiya na di ta on ririkoran a rorombikiten ta on, paratiyaya so 
taw sa o di maka mbalawag so datomanong ko inged na pantar so pat a alam.","Baden aki kagiya imanto na mindakel so manga bai odi na miyamaka sowa di ta mi-aawid a
akal so kapamangaroma ogaid na awid pamikiran, paratiyayaan tano a o da mabaloy a mapiya a taw 
sa Ranaw a phanapar a phameges na kiya binasaan so betad.","Today, there are so many women who are easy to choose but problematic. Calamities will befall 
us if we cannot find somebody to control and enforce discipline. Or if there are already a lot of 
successful and wealthy people who aren't following the rules, and there is no one to keep 
them in line, then wait for disaster.","A warning about lack of discipline and moral standards. When leaders or members of society do not uphold values, disaster is inevitable.","A warning about not having self-control and good morals. When leaders or people in society don't follow good values, bad things are sure to happen.","Moral Teaching and Self
-Reflection"
157,"Da pen samber so ndo’ na pephamagayaw-ayaw so karodan sa Iranon, na da pen dansal so bagel na siyalangkap so tambo a 
laod so maliboteng, na o rantawa ta milay so sasilang ko layagen na lagid o papalangen sa salindaw a komirap ka nanao 
ko Iranon ka kagiya khi-lemba on so tihaya maka ombaw a khapayag on so da-ag","Da pen maka talingoma so phaka talingoma tawna mbaram-barang den a petharoon o madakel 
a taw, na da pen mamaka beken so phamaka bekenen na mini dapolog den so karatas a ipephag
-apply inangin na mawatan pen, na o ilay ta so sabala na pimbarang pishoson den a manga taw ka 
nanao den anan sa kagiya khakowa so singanin.","Long before something expected is realized, many forms of commentary are heard, offices 
have yet to be established, application papers are numerous, and on the other side, various people, 
male and female, young and old, are waiting",People rush to claim positions or anticipate outcomes before real work has begun. A reminder to be patient and let substance precede ambition.,People are quick to want power or predict results before they've actually done anything. It's a reminder to be patient and let real work come before wanting recognition.,"Moral Teaching and Self
-Reflection"
158,"Di ka shayan sa gabon a dii mangimporo-an ka margen ka misampay ko randong a pikir ka, aya man a mataan na da' a 
gabon sa poro a ba di paniyambra na aya man a kargen a kabosoga ko kawang na da' man a palakat on na maroshang ka 
sa baba na mbaloy ka kongkoya a pekha doan- doanan.","Di ka tanto phag-ambog ka tiyobaan ka. Da a maporo a ba di mama-mayas sa ndo, na ba aden a 
gabon a ba di peshambra a ndo'. So langit na maporo a da' a ba on towak na o tanto ka 
pangimporo-an na pethaman bo so bager na kha-olog ka sa baba na di ka den khamaya-mayaan.","Try not to be too arrogantly dismissive, for you might succeed. Clouds are quickly taken away by 
the wind, and the sky is too high without a stairway. Physical power may tire you, and you 
will plummet down dead or injured",Arrogance is fragile. Overconfidence leads to downfall. Strength must be paired with humility and awareness of one’s limitations.,Being too proud is dangerous. Being too sure of yourself leads to failure. Strength needs to go together with being humble and knowing what you can't do.,"Moral Teaching and Self
-Reflection"
159,"Pangalimbabaan ka ka an ka maka saginda ko bitoon ko lethingan a sii pephamangrap ko mati-tingkong a danaw ko tampar sa 
kababaan na khalangag ka o taw a sii ka bes ko langit.","Pangangalimbabaan ka na aya sayani ngka na bitoon san ko langit a benar den a sishii ko kaporo-an na so ipephamangrap 
iyan a manga pipiya a mbaram-barang i saleg na sii pekha-along ko 
matatangel a danaw san ko mababa a kalopaan ogaid na o langag so taw sa poro na khatokawan 
iran a sii ka bes sa kaporo-an a totolongan ka siran a ipembegay ngka kiran so sindaw a pishoson i warna a ikapiya ginawa.","Be moderate in everything you do and keep a low profile, like the stars high above whose light 
reflects its colors down a small pit of water, but when people look up, they will unnoticeably find 
you high above, bringing them pleasures and happiness.","Modesty and quiet excellence are more powerful than loud success. Like distant stars, true value is noticed by those who look carefully.","Being modest and quietly doing excellent work is more powerful than bragging about success. Like stars far away, true worth is seen by those who pay attention.","Moral Teaching and Self
-Reflection"
160,"So taritib sa Ranaw na di pagalok-alokan ka khi-galed a binamban a patilakan si tegeb na so sempad sa Iranon na di 
mapendi-dimatag ka kembo paniyambra so pagawang ago sempad na piyanamber a dapat so mala-ilang sa karang ka 
tomiyalaban so taw ko kapshalangkap o ig ka miphayag si di topor na piyanga babagowan sa di royod o legawan so betad o 
kaphag-inged.","Di tano ndidi-matagen so atoran o manga lokes sa Ranaw a mona a mamaginged ka khabalambanan so 
ndolon-dolonan o pagtaw -so deso kiya paka lipati ron na miyaka thotolaka so 
pagtaw ka aya den a biyalingan a mokarna na kasha-sakoya ko kadato ago so tamok ago so 
pirakna miya aden so di kaptetembo-ay na kibagowan so manga adat-parangay sa di ped o 
olaola a adat a ganat o manga lokes, na khi-galed so kapephag-inged na phaka onot on so taw a palaya den khagtan.","Putting aside our ancestors' traditions and customary laws will hinder our mutuality by 
severing kinship ties; racing for money, wealth, and political power will become the object of 
love, resulting in arrogance; manners and conduct will be infused with foreign elements that are not 
part of our ancestors' legacy, resulting in doom.",Rejecting cultural values in pursuit of power or wealth breeds arrogance and loss of identity. Cultural erosion leads to social decay.,"Giving up your culture to get power or money makes you arrogant and lose who you are. When culture fades, society falls apart.","Moral Teaching and Self
-Reflection"
161,"Mabasar a dayagen a Balabagan minombaw a dibaloy a Rawaten a sakeb a Komaradang a pimbeknan o Amben a isa ko 
lima noni a bangensa miya moreg- (Pananaroon o Amben sa Balabagan)","Mapiya a kapkha ilaya sa Balabagan a tingki a Maguindanao ago giya Komaradang a ron taw so 
Amben a isa ko 5 noni a miya bembar sa Ranaw.","Consider Balabagan, which is equally beautiful as Maguindanao and Komaradang and is the home 
of Amben, one of the five Noni and a source of ancestry",An appreciation of one's heritage and ancestral land. A call to recognize the beauty and importance of lesser-known yet culturally significant places.,Valuing your history and the land of your ancestors. An encouragement to see the beauty and importance of places that might not be famous but are culturally important.,"Moral Teaching and Self
-Reflection"
162,Anda shong so dalsan o di bo mendod ko poon.,Anda shong so doniya ago so langowa dalem iyan o di sii ko Miyaden on a so Allah SWT.,The earth will return to its Creator –Allah SWT.,Everything is temporary. A reminder of divine accountability and that all things ultimately return to God.,Nothing lasts forever. A reminder that we will all be judged by God and that everything eventually goes back to Him.,"Moral Teaching and Self
-Reflection"
163,Anda i inambar o taw na aya den kalabo-an.,"Sa den sa pinggalbek o taw na aya niyan den khailay sii sa Yaumul Qiyamah o mapiya na so Sorga, na o 
marata na so Naraka Jahannam.","What you do in this life determines what you get in the afterlife — good is Paradise, terrible is 
Hellfire.",Actions in this world have eternal consequences. Moral living leads to Paradise; immoral actions lead to Hellfire.,What you do in this life has lasting results. Living morally leads to Heaven; living immorally leads to Hell.,"Moral Teaching and Self
-Reflection"
164,Anda i piyamaroraw na aya kabarantanan,Sa den sa miya nggalbek –marata antaa ka mapiya na khailay o manosiya so pantag o balas iyan.,You will be rewarded for what you have done (good or bad).,"A universal law of karma or divine justice. Every deed has a consequence, here or in the afterlife.","A general rule of cause and effect or God's fairness. Everything you do has a result, either in this life or the next","Moral Teaching and Self
-Reflection"
165,Anda showa so parang o di sii ko salakop-di mbawata so pakal sa manggayi.,Sa den sa parangay o mbala a lokes na aya den mambo mapepharangay o moria taw.,Parents' manners and conduct are what their children will adopt.,Parents model behavior for their children. Values and actions are passed down through generations.,Parents show their children how to behave. Values and ways of doing things are passed from one generation to the next.,"Moral Teaching and Self
-Reflection"
166,Anda i pantag o pantaw na sa kamamasa-i ron.,Aya den a bontal o galbek na sa den sa kapkha ilaya on,An outcome is the result of what the work is and how it is done,"Success is not just about effort, but also doing the right thing in the right way. Quality of work determines results.","Being successful isn't just about working hard, but also about doing what's right and doing it well. The quality of your work decides the outcome.","Moral Teaching and Self
-Reflection"
167,Anda i odaren ko dang ago so gopen piragon.,Anda i mala a khakowa on a gona so mona sa walay anta-a ka so mori.,"Which is better and more useful, the first or second wife?","A reflection on value and loyalty; perhaps a metaphor asking: what truly matters—what came first or what serves better? It could challenge superficial 
comparisons in relationships or decisions.",A thought about what's important and being loyal; maybe a way of asking: what really matters—what was there first or what works best? It could question judging relationships or choices based on the surface.,"Moral Teaching and Self
-Reflection"
168,Anda i pantag i kindang na karo-rongawan iyan.,So kipantag o galbek odi na taw na sa den sa betad iyan.,"Whatever or whoever is the work or a person, the result is how it is done or who he is, respectively",The outcome of any task or person is determined not by the label or title but by the quality of effort or character.,What happens with any task or person depends not on what they're called but on how well they try or the kind of person they are.,"Moral Teaching and Self
-Reflection"
169,Adil-adil so kapal na bagemberan so biday,Ndi-ditar so taw na kasa-sawaan so aurat iyan,Naked despite being clothed due to their transgressions (Hadith).,"A moral warning: outward appearances can hide inner sins. Despite material cover, guilt and wrongdoing are visible to the divine.","A moral warning: how someone looks on the outside can hide bad things on the inside. Even if you try to cover it up with wealth, God sees your guilt and wrong actions.","Moral Teaching and Self
-Reflection"
170,An a manik o an a manog.,So kapangalimo na peshambi-an o Allah SWT.,Giving shall be replaced by the Creator.,An encouragement to be generous—what you give will be repaid or blessed by God.,An encouragement to share with others—what you give will be paid back or blessed by God.,"Moral Teaching and Self
-Reflection"
171,Anda i lebi ko andang a dalig a mangondaya ago so gopen khi-bago a sii bo ko kompasan na da sa kakhondaliya-i.,"Anda i mapiya ko andang a darodopa a mala i bangensa ago so gopen phangaromaa a sii bo sa 
kaphantas na di ta mipshaliya ko konenta sa dadayan","Whatever or whoever the task or person is, the outcome is determined by how it is completed or 
who he is.",A repeated sentiment (see #2): the result relies more on integrity and execution than labels or intentions.,the outcome depends more on being honest and doing things well than on what you're called or what you meant to do.,"Moral Teaching and Self
-Reflection"
172,Adiyadi ba ako a di sa rendagan ako.,Di ako den aki o ba on phaka awid a akal aken odi na misendit aken baden.,Never mind if only to have a problem or repent at last.,It's better to face a challenge and come to repentance than to avoid growth or accountability.,It's better to deal with a problem and learn from your mistakes than to avoid growing or taking responsibility.,"Moral Teaching and Self
-Reflection"
173,Adiyadi ba aden a di sa madayon a da' a manenenteng a da den.,Mapiya pen maito na asar a mata-tangked a aden.,"It doesn't matter how small it is, as long as I have it.",A lesson in contentment and gratitude—even small blessings are worth cherishing.,A lesson in being happy with what you have and being thankful—even small good things are worth appreciating.,"Moral Teaching and Self
-Reflection"
174,"An a maya di lengin a tomalingoma rasay, na an a di lilingain a tomparak a tiyoba.","Aden a nganin a phaka binasa a di tanto iinengkaan, na aden peman a di tatago on sa ginawa a o maka talingoma na siksa.","There may be something dangerous that goes unseen, and there may be something detrimental 
that goes unreported but has terrible consequences.",A caution: unseen or unspoken problems can still cause great harm. Stay vigilant.,A warning: problems you don't see or talk about can still hurt you a lot. Be aware and careful.,"Moral Teaching and Self
-Reflection"
175,"An a mata-o thanding ko katanog o tintikan, na di mata-o thandayaw ko kareg o pandaopan.","Aden a taw aya bo a katawan iyan nggalbek naso maito, na di matao nggalbek sa mala.",There are those who can accomplish simple tasks but not larger or more complex ones., A lesson in humility and self-awareness—know your limits and capabilities.,A lesson in being humble and knowing yourself—understand what you can and can't do.,"Moral Teaching and Self
-Reflection"
176,"An a tothol a benar a di lenganan sa indan, na an a tig a di benar a di peman paka da-an.","Aden a tothol a benar den ogaid na di peman tanto paka angden, na aden a tothol a di benar a malo bo iiktiyaran.","There is information that is accurate and real, but it should not be feared, and there is information 
that is truly untrue, yet caution should be exercised.","Critical thinking is key: not all truths are harmful, and not all lies are harmless.","It's important to think carefully: not all truths will hurt you, and not all lies will be okay.","Moral Teaching and Self
-Reflection"
177,An a maya mapanton a o paka mbayaa ngka na rek iyan so rek iyan na rek iyan pen so reka.,"Aden a taw a di kha-onsran odi na di khapeno a o began ka on so bayabaya na khowaan iyan sorekiyan ko nganin, 
na iprakes iyan pen so rek o isa a taw.","There are those who, when given all the options, should take their own and all those that 
are due to others.",A critique of greed and selfishness—some take more than their fair share.,A criticism of being greedy and selfish—some people take more than what is right.,"Moral Teaching and Self
-Reflection"
178,Mapiya ka maribon ka na ay di ko katawan ko sarog a langka ka.,Matay ka pen aki na palaya ko den katawan so okitokit ka.,"You may be dead, but I know all about you (conduct).",Your reputation and character live on after death.,What people think of you and the kind of person you are will be remembered after you die. ,"Moral Teaching and Self
-Reflection"
179,An a narra mishisik a ino bes miyag-nor ka gas a mimbarimbingan a mala-lapot a koray.,Anda i lebi ko andang a dalig a mangondaya ago so gopen khibago a sii bo ko kompasan na da sa kakhondaliya-i.,"There are those who gained the love and sympathy of the people for their good conduct 
and manner until they grew older.",Consistent good character earns lasting respect and affection.,Always being a good person earns lasting respect and love.,"Moral Teaching and Self
-Reflection"
180,Ba sala' ko kanggaring i kapkha tokawi ta ko olaola o ped ta.,Ba ari marata a kapkha tokawi ta ko parangay o ped ta,There is no wrong with knowing one’s own behaviour and conduct.,Self-awareness is a virtue—it’s not wrong to reflect on oneself.,Knowing yourself is a good thing—it's okay to think about your own actions and feelings.,"Moral Teaching and Self
-Reflection"
181,Ba den basa marandang na di onot o kadarem ka tondoga ngka a ilat ka malo' ka roo den a maphamanondog ka.,Baden aki mapiya a taw na marata i adat-parangay ka di phaka neg sa matag ilat-ilat ka dii mbakorot.,"He has a good physical personality or appearance, but is not true to his manners and conduct.",External appearance doesn't guarantee good character—true worth lies in how one behaves.,How someone looks on the outside doesn't mean they're a good person—what really matters is how they act.,"Moral Teaching and Self
-Reflection"
182,"Benar kon ka seray so ig na isa bo sa pompongan, na benar a mbaa-baad na isa sa ontawaran.",Mapiya pen mbida-bida tano sa bangensa na isaisa a phoonan tano,"While we differ in clan, we have one ancestral origin.","Despite differences, we are fundamentally connected.
→ A call for unity, humility, and mutual respect.","Even though we are different, we are all connected in a basic way. → An encouragement to be united, humble, and to respect each other.","Moral Teaching and Self
-Reflection"
183,"Madaya bo so tapar o bilang a taw so khirek, na linang soti so khirek o matao so khirek on.","Da a boring o babay o matao ron so mama, na limpiyo so mama o matanosen so babay ka matao melimpiyo.","If the husband knew how to become good, the wife would be good and beautiful","A man's behavior influences the harmony of the marriage.
→ Moral teaching on mutual responsibility and emotional intelligence in relationships.",How a man acts affects how peaceful his marriage is. → A moral lesson about both partners being responsible and understanding each other's feelings in a relationship.,"Moral Teaching and Self
-Reflection"
184,Barokan ta a lalag a ron ta mada' maaden na betad a ongangen ta ron ta masamporna.,"Sa bo sa pinggalbek ka na aya ngka on kipantag, na sa olaola ngka na ron ka on den kharoshang","What you have done is what you will have, and your character is what you will be destined for.","Karma-like message: your actions shape your future.
→ Self-teaching on accountability and integrity.",Like karma: what you do now affects what happens to you later. → A lesson to yourself about being responsible and honest.,"Moral Teaching and Self
-Reflection"
185,Bagemberan sa baba na awas-awas sa poro.,"Sasawaan iyan so bok iyan, na ndiditar pen sa ma-ines.","No head scarf, and dressed tight.","A comment on modesty, likely urging moral or cultural standards in appearance.
→ A lesson in maintaining dignity and respectability.","A comment about being modest, probably encouraging dressing in a way that is morally or culturally appropriate. → A lesson in keeping your dignity and being respectable.","Moral Teaching and Self
-Reflection"
186,"Ba gowani ko mona a pamomolo so daog a kababagombar iyan, kagiya sa imanto na mapiya da' pharini na silalaw phiklasan.","Ba ari gowani ko kangodaan a pamomolowan so kangoda, imanto na mapiya pen da khorang so 
babaya o ginawa na aya mataan na mikhorang so bager o lawas.","Unlike when one is young, when one gets mature, love doesn’t wane, but strengths fade away.","With age, love remains but physical capacity diminishes.
→ A reflection on aging, patience, and enduring affection.","As you get older, love stays, but your physical strength decreases. → A thought about getting old, being patient, and love that lasts.","Moral Teaching and Self
-Reflection"
187,Baden basa kargan so polala sa dansalan ka iratan bo so pethad na liwaleg a misambi.,"Baden aki alo-alo a mala a kapkhanega on, na ngkaya den i kapalagoy ron a taw, na awid a akal a kha-tampar","While he may be popular for a short time, when his supporters turn away, he will face issues.","Fame is temporary; one must rely on character, not just attention.
→ A moral on humility and sustainability of virtue.","Being famous doesn't last; you need to depend on your good character, not just people paying attention to you. → A moral lesson about being humble and having goodness that lasts.","Moral Teaching and Self
-Reflection"
188,So peragandang ko ig na aya kambalinganan.,So aki so kaplolot na mapiya andamanaya den na ron ta on bo pagendod (ka di khasanaan so tamok),"To kin and relatives, where you will turn for help.","Family is your fallback in hard times.
→ Teaching on maintaining strong familial ties.",Your family is who you can rely on when things get tough. → A lesson about keeping strong connections with your family.,"Moral Teaching and Self
-Reflection"
189,Ba den man ari sagad so kintay na kakal so pimbasokan.,So kawiyagoyag na baden sagad ko doniya na aya khatatap na so miya pasad a 'amal ko doniya sii sa Yaumul Qiyamah,"Life will pass by before meeting its end, and only one’s deeds (good or bad) will last forever.","Legacy is built on actions, not possessions.
→ A spiritual and moral reminder to live meaningfully.","What you leave behind that really matters is what you did, not what you owned. → A spiritual and moral reminder to live a life with purpose.","Moral Teaching and Self
-Reflection"
190,Benar man ka pipharinan so parabowat o tapar na da pen a ini kaog o adil-adil o lemba.,Oway den ka kiya kawangan so bager o lawas na da maronot so pamikiran.,"The mind, unlike the physical body and its senses, is still active.","Mental and spiritual awareness can outlast physical decline.
→ Value of wisdom and mental strength with age.",Being aware mentally and spiritually can last longer than your body's strength. → The importance of wisdom and mental strength as you get older.,"Moral Teaching and Self
-Reflection"
191,Ba den man madakel so pong na da' a mamalala on.,Baden madakel a dato odi na kambata-bataa na da mala on i tindeg,"There are numerous leaders and relatives, but none of them can assist.","Status or numbers don’t guarantee help; true support is rare.
→ A lesson in self-reliance and discernment.",Having high status or many friends doesn't mean people will help you; true support is hard to find. → A lesson in depending on yourself and being able to tell who your real supporters are.,"Moral Teaching and Self
-Reflection"
192,Benar ka maito na kanengket a maidan.,"Mapiya maito a mama, na di ngka maphanigoro ka mabager a maongangen.",Small but terrible (strong and intelligent).,"Don’t underestimate someone based on size or appearance.
→ A teaching on valuing ability over looks.",Don't think someone is weak or unimportant just because of how big or how they look. → A lesson in valuing what someone can do over how they appear.,"Moral Teaching and Self
-Reflection"
193,Karandaan so seleg na panempangen so rinaw.,Ipagawa so gani ago rarangit na paki ngginawai ka,"Be friendly and keep your fury, rage, and hatred under control or put them away. Rather than 
always being smart, try to be tranquil and pleasant.","Emotional restraint and kindness are better than showing off intellect.
→ A self-teaching on emotional intelligence and humility.",Controlling your emotions and being kind is better than trying to show how smart you are. → A lesson to yourself about understanding feelings and being humble.,"Moral Teaching and Self
-Reflection"
194,Komlid si walowa na walo peman ka gantang,Apiya antonaa den i showaan o taw a da a polos iyan na da den a pagisegan iyan.,"An industrious man can not have more than what he is worth. A lazy person, on the other 
hand, has nothing to gain.","Hard work doesn’t guarantee riches, but laziness guarantees nothing.","Working hard doesn't promise you'll become rich, but being lazy definitely won't get you anywhere.","Moral Teaching and Self
-Reflection"
195,O di ka mananamar a rambayong a khada-an na saken pen i pemboko a gadong a phaka kowa.,O di ka phipiya-piya a miya metang na saken pen ay a bitangan.,"If you won’t do good (man who paid the dowry), how much more for me (the lady who 
received the dowry)?","Responsibility is shared; if the giver won’t act righteously, the receiver is in a more difficult position.","Everyone shares responsibility; if the person giving something isn't acting fairly, it makes things harder for the person receiving.","Moral Teaching and Self
-Reflection"
196,Mipoon bo aki so moti ko karo-rombaan iyan.,Mapiya andamanaya den na sii bo kha-roshang so taw ko lolot iyan,A relative could still marry a relative no matter what one person did.,Custom or fate can override individual feelings or objections.,Sometimes tradition or what seems meant to be can be stronger than what one person feels or objects to.,"Moral Teaching and Self
-Reflection"
197,Ino ako di shantik ka palad ako komogit na mapiya so da mba-ok na kha-poonan a apoy,Ino ako di gaid phamaba ka o kambaba-i ako na mapiya so di ron ped na ped on pen a kha-rarang,"I don't provoke because if I do, everyone will pay the consequences.","The speaker restrains themselves out of awareness of their own potential for destructive power.
→ A self-teaching on self-control and responsibility.",The speaker holds back because they know they could cause a lot of damage. → A lesson to yourself about controlling yourself and being responsible for your power.,"Moral Teaching and Self
-Reflection"
198,"llain ta so ped ta na di ta on mapaparo, na o siri-a ta niyan na di mambo maso-sorot.","Oman aken mailay na pekha rarangitan ko, na ilain ako niyan na sakamaoto mambo a nggaganiyan ta niyan.",I hate him and he hates me too.,"Acknowledging mutual resentment, possibly a warning about how hatred mirrors and multiplies.","Recognizing that both sides feel angry at each other, possibly a warning about how hate can reflect back and grow.","Moral Teaching and Self
-Reflection"
199,Mabaya motang ta na somgad mayad ta.,Matao ta mang-otang na o sekati ta iran na pekha rarangitan ta,"I am used to ask for credit, but when asked for repayment, I got mad.",Calls out hypocrisy and lack of accountability.,Points out when people are hypocritical and don't take responsibility for their actions.,"Moral Teaching and Self
-Reflection"
200,Mangangako dansalan o an a mimbala iyan.,Phangraw o aden a maka ogop on.,He will only accept if someone will support.,Some people depend on validation before committing.,Some people need to feel approved by others before they will commit to something.,"Moral Teaching and Self
-Reflection"
201,Mababaya bondakan si menda mabonda a ig.,Mababaya komowa na di matao mamemegay.,"Wants to take, but refuses to give",A warning against selfishness and imbalance in relationships or exchanges. True fairness involves mutual effort and generosity.,A warning against being selfish and not giving equally in relationships or when trading. True fairness means both sides try and are generous.,"Moral Teaching and Self
-Reflection"
202,"Aya masa gowani na rek aken so rek aken na rek ka so rek ka, na mini takap so masa na rek aken so rek aken na rekita so rek ka, na 
aya masa imanto na rek aken so rek aken na rek aken pen so reka.","So masa o manga lokes na rek o taw so rek iyan, na rek mambo o isa so rek iyan -maana ndodon so kapamaginontola; 
Miya akas na mbibisaan iyan so rek iyan, na sesegedan iyan penso rek o ped iyan; 
imanto na ngengeran iyan den so rek iyan a da a ba on kha-angin, na rika-rikaan iyan pen so rek o madakal a taw.","At first, mine is mine and yours is yours, and for the second time, mine is mine and yours is 
ours, and for the third time, mine is mine and yours is mine.",A critique of gradual exploitation masked as partnership. It teaches you to be cautious of manipulation that grows over time.,A criticism of being slowly taken advantage of while it looks like a partnership. It teaches you to be careful of manipulation that gets worse over time.,"Moral Teaching and Self
-Reflection"
203,Maolad kon so tinapi a di so tinapi-an on.,Mala odi na mapiya so miyangilay sa kapiyaan a di so piyangilay a kapiyaan,The family of the groom is more famous and powerful than the family of the bride.,"A commentary on social class and pride. While it might state a fact, it warns of how status can cloud humility and genuine connection.","A comment on being proud because of your social class. Even if it's true you have high status, it warns that it can make you less humble and prevent real connections with others.","Moral Teaching and Self
-Reflection"
204,Minsan dowa so tothol na thomo so pariksa.,So pekha sobagan sa bitiyara na pangamada ngka daan.,Clarify the information that has two versions to get the truth.,Encourages critical thinking and honest investigation. Don’t accept hearsay; verify.,Encourages thinking for yourself and looking into things honestly. Don't just believe rumors; check the facts.,"Moral Teaching and Self
-Reflection"
205,Mala-tinting i lalis si tagtek sa oriyan na tabalik sa onaan,Tanto den a matanog i lalis odi na mangongoraw si da a khapasad iyan.,"It's only good for talking, but no work is done.","Criticism of those who talk but never act. Morally, it's a push toward being action-oriented and dependable.","Criticizes people who just talk and never do anything. Morally, it pushes you to be someone who takes action and can be relied on.","Moral Teaching and Self
-Reflection"
206,Maroganday si olan ka maronok so milombay,Mataid so wata a babay ka mataid so lokes iyan,The daughter is beautiful because her mother is beautiful.,A metaphor for inherited values or traits. Could be extended to mean: goodness (or flaws) in character often begin at home.,A way of saying that values or personality traits are passed down through families. It could also mean that whether you are good or bad often starts with how you were raised.,"Moral Teaching and Self
-Reflection"
207,Magiring sa kalodan so peshalangkap a danaw.,Mapiya matag koma-kalilid a taw na pephanangin sa mala.,A commoner pretends to be royal.,A lesson in humility and honesty. Pretending to be more than you are leads to eventual disgrace.,"A lesson in being humble and honest. If you pretend to be better than you really are, you will eventually be shamed.","Moral Teaching and Self
-Reflection"
208,Miyawa' da maipat ka shong sa matordo ron,Miyondog na miyangiloba sa salakaw a khatapian on a mai-inengka on.,"When nobody from the group gave him recognition, he moved to another.","Teaches self-worth. If you’re not valued in one place, it's okay to seek respect elsewhere. Don't let others define your worth.","Teaches that you have value. If people in one place don't appreciate you, it's okay to look for respect somewhere else. Don't let others tell you what you're worth.","Moral Teaching and Self
-Reflection"
209,Mapapak so pakoring na so magolaleng peman.,Mapangka sa paganay so galbek na shasaromanan peman taman sa maka apas,"Failure on the first attempt, followed by success on the second attempt.",A clear message of perseverance and learning from failure. Success often follows setbacks.,A clear message to keep trying and learn from your mistakes. You often succeed after you've had failures.,"Moral Teaching and Self
-Reflection"
210,So lalag i baronger na mashipa sangkol iyan,So kambabari-wanger a galbek na mipsendit sa oriyan,One’s disloyalty and insincerity at work will be repented by him in the end.,"Teaches accountability. If you work without honesty, you will face regret and consequences.","Teaches that you are responsible for your actions. If you work dishonestly, you will be sorry and face the results.","Moral Teaching and Self
-Reflection"
211,Sa di maserseren na kitang a rek iyan on.,Sa den sa di maperes na da a khakowa niyan,No one can achieve success unless they believe in themselves.,Moral self-empowerment: success begins with inner belief and confidence.,Moral self-empowerment: being successful starts with believing in yourself and being confident.,"Moral Teaching and Self
-Reflection"
